City,Name,Location,Rating
Kochani,Setec Kocani,Кочани,Not known rating
Kochani,Автобуска Станица.. Автоперална Станке,Not known location,Not known rating
Radovis,Global Parking,Штип,Not known rating
Radovis,Taksi Flesh,Штип,Not known rating
Radovis,ЈП„ПЛАВАЈА“,Штип,Not known rating
Radovis,Bus station Skopje,Штип,Not known rating
Radovis,Philips,Штип,"3,8"
Radovis,Хотел и Спа Бел Камен,Штип,"4,2"
Radovis,Јавно претпријатие за државни патишта на Република Македонија,Ilinden,Not known rating
Gevgelija,Гевгелија,Not known location,Not known rating
Kavadarci,Паркинг на болницата,Not known location,Not known rating
Kavadarci,Автобуска Станица Кавадарци,"Шишка b.b., Кавадарци 1430","4,2"
Kavadarci,Parking,Булевар Кочо Рацин BB,"3,6"
Kavadarci,„Динако Шпед“,"White Stone 11, Kavadartsi 1430",Not known rating
Debar,Parking,Not known location,Not known rating
Debar,Galichki Pat Parking,"Шишка b.b., Кавадарци 1430","4,2"
Debar,Free Lot Parking ETC,Булевар Кочо Рацин BB,"3,6"
Debar,јавниот простор за паркирање,"White Stone 11, Kavadartsi 1430",Not known rating
Debar,Parking 4,Јане Сандански 2,Not known rating
Debar,Public Free Parking 2,Not known location,"3,0"
Debar,Paid Parking,Galichki Pat,"4,6"
Debar,Parking Area,Not known location,"3,0"
Debar,Ски одморалиште Паркиралиште,Not known location,"2,0"
Debar,Public Parking 3,Not known location,"4,7"
Debar,Public Free Parking 1,Булевар Ослободување 17,"4,0"
Debar,Венец,Boulevard Osloboduvanje 1,"5,0"
Debar,Train station Kichevo,Спортско игралиште Жировница,"2,3"
Debar,Pitran Parkplatz,Not known location,"4,0"
Debar,Grobista Parkplatz,Маршал Тито 60,Not known rating
Debar,Skolo Parkplatz,"6250, Рудничка 2",Not known rating
Debar,Sred Selo Parkplatz,Not known location,Not known rating
Debar,Dzamija Parkplatz,Булевар Ослобудавање,Not known rating
Debar,Паркинг „Градски парк“,Unnamed Road,Not known rating
Debar,Горно Поле,Unnamed Road,Not known rating
Debar,Паркинг СЈО,Скопје,"3,0"
Debar,Паркинг „Нова Македонија“,Скопје,"4,7"
Debar,Kam Market,Not known location,"4,2"
Debar,Parking Zoil,Скопје,"4,0"
Debar,Паркинг на град Скопје,Скопје,"3,0"
Debar,ЈП Паркинзи на општина Центар,Скопје,"2,6"
Krusevo,Old Road To Krushevo Parking,Скопје,"3,0"
Krusevo,Паркинг Скорпион,Скопје,"4,7"
Krusevo,Паркинг,Not known location,"4,2"
Krusevo,Parking 4,Скопје,"4,0"
Krusevo,Paid Parking,Скопје,"3,0"
Krusevo,Public Parking 3,Скопје,"2,6"
Krusevo,Parkplatz,Ohrid,"5,0"
Krusevo,Pitran Parkplatz,Krushevitsa,"1,0"
Krusevo,Public Free Parking 1,Not known location,"5,0"
Krusevo,Public Free Parking 2,Not known location,"2,0"
Krusevo,Train station Kichevo,Кичево,"5,0"
Krusevo,Dzamija Parkplatz,Кичево,"4,0"
Krusevo,Parkplatz,Unnamed Road,Not known rating
Krusevo,Sred Selo Parkplatz,Unnamed Road,Not known rating
Krusevo,Skolo Parkplatz,Кичево,Not known rating
Krusevo,Grobista Parkplatz,Кичево,Not known rating
Krusevo,Горно Поле,Ohrid,Not known rating
Stip,Parking Elkos,Штип,"3,8"
Stip,Parking Avtobuska Stanica,Штип,Not known rating
Stip,Public Parking,Not known location,Not known rating
Stip,Автоуска станица Штип,Ilinden,Not known rating
Stip,Parking,Not known location,Not known rating
Stip,Parking Zendolino,Штип,Not known rating
Stip,Parking Kit-go,Штип,Not known rating
Stip,Parking Pozarna,Штип,Not known rating
Stip,Parking Platforma,Штип,Not known rating
Stip,Parking Park 8-mi Noemvri,Штип,Not known rating
Stip,Parking Dulje,Штип,Not known rating
Stip,Паркинг Железничка станица Штип,Ilinden,Not known rating
Stip,Parking Angels Caffe,Штип,Not known rating
Stip,Parking Dom na kultura,Штип,Not known rating
Stip,Parking Mavis,"Bulevar Goce Delcev 97, Shtip 2000",Not known rating
Stip,Parking Hotel Oaza,Штип,Not known rating
Stip,Parking Neptun,Штип,Not known rating
Stip,Parking Gradinka Astibo,Штип,Not known rating
Stip,Parking Stadion,Штип,Not known rating
Stip,Parking 5-ta Partiska,Штип,Not known rating
Stip,Parking Zeleni Zgradi,"Ante Banina 5, Shtip 2000",Not known rating
Stip,Parking Makptomet,Bregalnicka,"3,5"
Stip,Parking Campus 2,"UGD Campus 2, Shtip 2000","4,0"
Stip,Parking Pazar,"Sutjeska, Shtip 2000","3,0"
Stip,Parking Klinicka Bolnica,"Kozjak Planina 1, Komuna e Shtipit 2000","3,7"
Stip,Shilec magacin,Not known location,"4,4"
Stip,Parking Kampus 4,R1204,Not known rating
Stip,Parking,"5та Партиска Конференција, 5 Та Партиска ББ, Shtip 2000, Komuna e Shtipit 2000",Not known rating
Stip,Parking Makpetrol Tri Cesmi,Not known location,Not known rating
Stip,R1102 Parking,R1102,Not known rating
Stip,Паркинг,Тодосија Паунов,Not known rating
Stip,Паркинг,Not known location,Not known rating
Stip,Паркинг,Not known location,Not known rating
Stip,Паркинг,Not known location,Not known rating
Stip,Паркинг,Роза Петрова,Not known rating
Stip,Bismet Negotino,R1102,Not known rating
Kriva Palanka,Free Parking,"Ante Banina 5, Shtip 2000",Not known rating
Kriva Palanka,Bus station Probishtip,Bregalnicka,"3,5"
Kriva Palanka,Паркинг,"UGD Campus 2, Shtip 2000","4,0"
Kriva Palanka,Паркинг,"Sutjeska, Shtip 2000","3,0"
Kriva Palanka,Паркинг,"Kozjak Planina 1, Komuna e Shtipit 2000","3,7"
Kriva Palanka,Паркинг,Not known location,"4,4"
Kriva Palanka,Кисела вода,R1204,Not known rating
Kriva Palanka,Паркинг,"5та Партиска Конференција, 5 Та Партиска ББ, Shtip 2000, Komuna e Shtipit 2000",Not known rating
Kriva Palanka,Автобуска Станица.. Автоперална Станке,Not known location,Not known rating
Kriva Palanka,Автобуска станица,R1102,Not known rating
Kriva Palanka,Паркинг Зелениот пазар,Тодосија Паунов,Not known rating
Kriva Palanka,Кам Маркет,Not known location,Not known rating
Kriva Palanka,Noble House,Not known location,Not known rating
Kriva Palanka,Катна Гаража Макоил,Not known location,Not known rating
Kriva Palanka,Apartment KARADAK,Роза Петрова,Not known rating
Kriva Palanka,Смилевски конгрес,R1102,Not known rating
Kriva Palanka,Kompleks Trnovski Vetar,E871,"4,0"
Kriva Palanka,Парк Гиновци,Ilinden,"4,0"
Delcevo,Делчево,"Ante Banina 5, Shtip 2000",Not known rating
Demir Kapija,"Паркинг ,,Стар Ан""","Ante Banina 5, Shtip 2000",Not known rating
Demir Kapija,"Паркинг Центар, гаража",Bregalnicka,"3,5"
Demir Kapija,Паркинг Гимназија,"UGD Campus 2, Shtip 2000","4,0"
Demir Kapija,"Паркинг,,Нов Центар ""","Sutjeska, Shtip 2000","3,0"
Demir Kapija,Монтажен паркинг,"Kozjak Planina 1, Komuna e Shtipit 2000","3,7"
Demir Kapija,Паркинг,Not known location,"4,4"
Demir Kapija,R1102 Parking,R1204,Not known rating
Demir Kapija,Bismet Negotino,"5та Партиска Конференција, 5 Та Партиска ББ, Shtip 2000, Komuna e Shtipit 2000",Not known rating
Demir Kapija,Villa Bratislava,Not known location,Not known rating
Demir Kapija,Rock Land Camp,R1102,Not known rating
Demir Kapija,Canyon Demir Kapija,Тодосија Паунов,Not known rating
Demir Kapija,Akvatika Park,Not known location,Not known rating
Demir Kapija,Попова Кула,Not known location,Not known rating
Demir Kapija,Ловец,Not known location,Not known rating
Demir Kapija,Parking Lot,Роза Петрова,Not known rating
Demir Kapija,Смилевски конгрес,R1102,Not known rating
Demir Kapija,Bus station Skopje,E871,"4,0"
Demir Kapija,Gulf,Ilinden,"4,0"
Negotino,Bismet Negotino,"Ante Banina 5, Shtip 2000",Not known rating
Negotino,R1102 Parking,Bregalnicka,"3,5"
Negotino,"Паркинг,,Нов Центар ""","UGD Campus 2, Shtip 2000","4,0"
Negotino,"Паркинг Центар, гаража","Sutjeska, Shtip 2000","3,0"
Negotino,"Паркинг ,,Стар Ан""","Kozjak Planina 1, Komuna e Shtipit 2000","3,7"
Negotino,Паркинг,Not known location,"4,4"
Negotino,Паркинг Гимназија,R1204,Not known rating
Negotino,Монтажен паркинг,"5та Партиска Конференција, 5 Та Партиска ББ, Shtip 2000, Komuna e Shtipit 2000",Not known rating
Negotino,Parking Dom na kultura,Not known location,Not known rating
Negotino,Parking Zendolino,R1102,Not known rating
Negotino,Parking Neptun,Тодосија Паунов,Not known rating
Negotino,Public Parking,Not known location,Not known rating
Negotino,Parking Platforma,Not known location,Not known rating
Negotino,Parking Dulje,Not known location,Not known rating
Negotino,Parking Park 8-mi Noemvri,Роза Петрова,Not known rating
Negotino,Parking Avtobuska Stanica,R1102,Not known rating
Negotino,Shilec magacin,E871,"4,0"
Negotino,Parking Angels Caffe,Ilinden,"4,0"
Negotino,Parking Stadion,Not known location,"3,5"
Negotino,Parking Hotel Oaza,Not known location,"3,7"
Negotino,Parking Pazar,"Sutjeska, Shtip 2000",Not known rating
Negotino,Parking Pozarna,"Пиринска 75 D, Shtip 2000","3,8"
Negotino,Parking Klinicka Bolnica,"Kozjak Planina 1, Komuna e Shtipit 2000","3,7"
Negotino,Parking Campus 2,"UGD Campus 2, Shtip 2000",Not known rating
Negotino,Parking Makptomet,Bregalnicka,Not known rating
Negotino,Автоуска станица Штип,9-Ti Maj,Not known rating
Negotino,Parking Gradinka Astibo,Bregalnicka 2000,Not known rating
Negotino,Хотел Парк,Not known location,Not known rating
Vinica,Паркинг,"Sutjeska, Shtip 2000",Not known rating
Vinica,Паркинг,"Пиринска 75 D, Shtip 2000","3,8"
Vinica,Паркинг,"Kozjak Planina 1, Komuna e Shtipit 2000","3,7"
Vinica,Паркинг,"UGD Campus 2, Shtip 2000",Not known rating
Vinica,Паркинг,Bregalnicka,Not known rating
Vinica,Free Parking,9-Ti Maj,Not known rating
Vinica,Хотел Александар Парк,Bregalnicka 2000,Not known rating
Vinica,Агровин ДОО Виница - Трактори и земјоделска механизација,Not known location,Not known rating
Vinica,хотел Централ,Тодосија Паунов,"3,5"
Vinica,Паркинг Железничка станица Штип,Not known location,"4,0"
Vinica,Смилевски конгрес,Not known location,"3,7"
Vinica,Apartments Oska,Роза Петрова,"3,0"
Vinica,Bus station Skopje,Not known location,"4,0"
Vinica,Солунски конгрес,E871,"4,5"
Vinica,ЈП Паркинзи на општина Центар,Not known location,"4,4"
Vinica,Parkovisko pri cintoríne,R1304,"4,7"
Vinica,Parkovisko,Not known location,"4,1"
Berovo,Берово,"Sutjeska, Shtip 2000",Not known rating
Resen,Паркинг,"Sutjeska, Shtip 2000",Not known rating
Resen,Паркинг зад Општина,"Пиринска 75 D, Shtip 2000","3,8"
Resen,Parking Pristanishte,"Kozjak Planina 1, Komuna e Shtipit 2000","3,7"
Resen,Parking,"UGD Campus 2, Shtip 2000",Not known rating
Resen,Parking,Bregalnicka,Not known rating
Resen,Parking Kotva,9-Ti Maj,Not known rating
Resen,Otopark,Bregalnicka 2000,Not known rating
Resen,Ohd,Not known location,Not known rating
Resen,Паркинг Чинар,Тодосија Паунов,"3,5"
Resen,Parking,Not known location,"4,0"
Resen,Public Free Parking 2,Not known location,"3,7"
Resen,Паркинг Горна Порта,Роза Петрова,"3,0"
Resen,Паркинг Гранит,Not known location,"4,0"
Resen,паркинг Метропол,E871,"4,5"
Resen,Paid Parking,Not known location,"4,4"
Resen,Паркинг Бафало плажа,R1304,"4,7"
Resen,паркинг Белви,Not known location,"4,1"
Resen,Паркинг МВР,Veljko Vlahovic 1,"3,4"
Resen,Public Parking 3,11-ти Март,"3,0"
Resen,Паркинг Град Зелениот пазар,"MK, Marsal Tito b.b","2,6"
Resen,Parking 4,Not known location,"2,0"
Resen,Паркинг Долни Сарај,Охрид,"4,7"
Resen,Паркинг Горица 3,Охрид,"2,8"
Resen,паркинг Тино,Not known location,"4,0"
Resen,Паркинг Пошта,Охрид,"4,3"
Resen,ДОН Паркинг,Охрид,"4,0"
Resen,Parking Area Besjani,Струга,Not known rating
Resen,Public Free Parking 1,Кичево,Not known rating
Resen,Паркинг Градска болница,Not known location,"3,4"
Resen,Train station Kichevo,Ohrid,"5,0"
Resen,Parking,Охрид,Not known rating
Resen,Parkplatz,R1303,"3,6"
Resen,Паркинг Крст џамија,Охрид,"4,0"
Resen,Паркинг Инекс Горица,Охрид,"3,5"
Resen,Паркинг К. Јосифоски,Охрид,"3,7"
Resen,Паркинг Студентски дом,Not known location,Not known rating
Resen,Sred Selo Parkplatz,Lisichani,Not known rating
Resen,Skolo Parkplatz,Lisichani,"4,1"
Resen,Grobista Parkplatz,Lisichani,Not known rating
Resen,ЈП Билјанини Извори (Пазар),Охрид,Not known rating
Resen,Паркинг Свети Наум,Parking Saint Naum,"4,3"
Resen,Pitran Parkplatz,Unnamed Road,Not known rating
Resen,bus stop,"504 1, Lubanishti 6320",Not known rating
Resen,Dzamija Parkplatz,Not known location,Not known rating
Resen,Славија,Not known location,"3,7"
Resen,Паркинг во Заливот на коските,Р501,"4,9"
Resen,Горно Поле,Велмеј - Брежани,"4,0"
Probistip,Bus station Probishtip,Parking Saint Naum,"4,3"
Probistip,Кисела вода,Unnamed Road,Not known rating
Probistip,Parking,"504 1, Lubanishti 6320",Not known rating
Probistip,Паркинг,Not known location,Not known rating
Probistip,Parking Mavis,Not known location,"3,7"
Probistip,Parking Kit-go,Р501,"4,9"
Probistip,Паркинг,Велмеј - Брежани,"4,0"
Probistip,Паркинг,Ilinden,"3,0"
Probistip,Parking Elkos,Not known location,"3,5"
Probistip,Parking Kampus 4,Not known location,"4,0"
Probistip,Паркинг,Кочани,"3,0"
Probistip,Паркинг Цоцев камен,"Bulevar Goce Delcev 97, Shtip 2000","3,7"
Probistip,Parking Zeleni Zgradi,Штип,"4,0"
Probistip,Паркинг,Not known location,Not known rating
Probistip,Автобуска Станица.. Автоперална Станке,Not known location,Not known rating
Probistip,Parking Makpetrol Tri Cesmi,Штип,Not known rating
Probistip,Free Parking,Штип,Not known rating
Probistip,Паркинг Железничка станица Штип,Not known location,Not known rating
Probistip,Parking 5-ta Partiska,Not known location,Not known rating
Dojran,STAGE BEACH Parking,Parking Saint Naum,"4,3"
Dojran,Δημοτικό Πάρκινγκ Δοιράνης,Unnamed Road,Not known rating
Dojran,Train station Gevgelija,"504 1, Lubanishti 6320",Not known rating
Dojran,Global Parking,Not known location,Not known rating
Dojran,WIZARD GARAGE,Not known location,"3,7"
